start	end	min_rate	max_rate
30121000	30156000	0.000188284	0.000203847
30128000	30163000	0.000174749	0.000188723
30135000	30170000	0.000226852	0.000248384
30142000	30177000	0.000208017	0.000227763
30149000	30184000	0.00017662	0.000190928
30156000	30191000	0.000262955	0.000290352
30163000	30198000	0.000228223	0.000255918
30170000	30205000	0.000201127	0.000225662
30177000	30212000	0.000247464	0.000274661
30184000	30219000	0.000286967	0.000315865
30191000	30226000	0.000200632	0.000216441
30198000	30233000	0.00016561	0.000176544
30205000	30240000	0.000144439	0.000152448
30212000	30247000	0.000113101	0.000126222
30219000	30254000	6.00E-05	6.96E-05
30226000	30261000	8.37E-05	9.67E-05
30233000	30268000	0.000136598	0.000157117
30240000	30275000	0.000181198	0.000209529
30247000	30282000	0.0001362	0.00015653
30254000	30289000	0.0001362	0.00015653
30261000	30296000	0.000142512	0.000161663
30268000	30303000	0.000114522	0.000130846
30275000	30310000	0.000124108	0.000158895
30282000	30317000	0.000186902	0.000245041
30289000	30324000	0.000239548	0.000310827
30296000	30331000	0.000261033	0.000348307
30303000	30338000	0.000303739	0.000408851
30310000	30345000	0.000323576	0.000430213
30317000	30352000	0.000292793	0.000387094
30324000	30359000	0.000309137	0.000413962
30331000	30366000	0.000312303	0.000416119
30338000	30373000	0.000324859	0.000432612
30345000	30380000	0.000250836	0.000329878
30352000	30387000	0.000257328	0.00033427
30359000	30394000	0.00024921	0.000318796
30366000	30401000	0.000249268	0.00030834
30373000	30408000	0.000209353	0.000251203
30380000	30415000	0.000269112	0.000324895
30387000	30422000	0.000252842	0.000304343
30394000	30429000	0.000247434	0.000294322
30401000	30436000	0.000241427	0.000290526
30408000	30443000	0.000557892	0.001124418
30415000	30450000	0.001109001	0.002729676
30422000	30457000	0.001529943	0.00368937
30429000	30464000	0.002114766	0.005288923
30436000	30471000	0.002255596	0.00573536
30443000	30478000	0.002176723	0.005441242
30450000	30485000	0.001720339	0.004175481
30457000	30492000	0.001469789	0.003667011
30464000	30499000	0.001863299	0.004798756
30471000	30506000	0.001673769	0.004294678
30478000	30513000	0.00189994	0.005075493
30485000	30520000	0.002142313	0.005766196
30492000	30527000	0.002545904	0.006908792
30499000	30534000	0.002173651	0.005763813
30506000	30541000	0.003064218	0.008004805
30513000	30548000	0.003318715	0.008696599
30520000	30555000	0.003944408	0.010397409
30527000	30562000	0.003654748	0.009546631
30534000	30569000	0.003084637	0.008132065
30541000	30576000	0.002281364	0.006140633
30548000	30583000	0.001698826	0.004512674
30555000	30590000	0.000757323	0.001975373
30562000	30597000	0.000571958	0.00155057
30569000	30604000	0.000564106	0.001562191
30576000	30611000	0.000520539	0.001417553
30583000	30618000	0.000686295	0.001908482
30590000	30625000	0.00077232	0.002120351
30597000	30632000	0.001142585	0.003111167
30604000	30639000	0.002175254	0.00591457
30611000	30646000	0.002581714	0.007041581
30618000	30653000	0.002548404	0.006955136
30625000	30660000	0.003374407	0.009200444
30632000	30667000	0.003386985	0.009234633
30639000	30674000	0.002774772	0.00755081
30646000	30681000	0.00283761	0.00769876
30653000	30688000	0.002568842	0.006903697
30660000	30695000	0.001623997	0.004241056
30667000	30702000	0.001135927	0.00288751
30674000	30709000	0.00066189	0.001548771
30681000	30716000	0.000214612	0.000244043
30688000	30723000	0.00021516	0.000251967
30695000	30730000	0.000222126	0.000262767
30702000	30737000	0.000299767	0.00036548
30709000	30744000	0.000391023	0.000487704
30716000	30751000	0.000430409	0.000554518
30723000	30758000	0.000442851	0.000573921
30730000	30765000	0.000416294	0.000547485
30737000	30772000	0.000364393	0.0004822
30744000	30779000	0.000280818	0.000374959
30751000	30786000	0.000214324	0.00028658
30758000	30793000	0.000224801	0.000303124
30765000	30800000	0.000245266	0.000329608
30772000	30807000	0.000288774	0.000384576
30779000	30814000	0.000251093	0.00033822
30786000	30821000	0.000227453	0.000300186
30793000	30828000	0.000179313	0.000229503
30800000	30835000	0.000115212	0.000141074
30807000	30842000	4.50E-05	4.87E-05
30814000	30849000	4.50E-05	4.87E-05
30821000	30856000	7.53E-05	8.06E-05
30828000	30863000	0.000105255	0.000111602
30835000	30870000	0.000157434	0.000165766
30842000	30877000	0.00016606	0.000174005
30849000	30884000	0.000210121	0.000221668
30856000	30891000	0.000183627	0.000194162
30863000	30898000	0.000191994	0.000204259
30870000	30905000	0.000187811	0.000201543
30877000	30912000	0.000194184	0.000208154
30884000	30919000	0.000180122	0.000191327
30891000	30926000	0.000176357	0.000187214
30898000	30933000	0.00015378	0.000161086
30905000	30940000	0.00018744	0.000223515
30912000	30947000	0.00018744	0.000224151
30919000	30954000	0.00017244	0.000208871
30926000	30961000	0.000205399	0.000248061
30933000	30968000	0.000174611	0.000216556
30940000	30975000	9.30E-05	0.000102678
30947000	30982000	9.51E-05	0.000104316
30954000	30989000	0.000136499	0.000151201
30961000	30996000	0.000113974	0.000123038
30968000	31003000	0.000134994	0.00014478
30975000	31010000	0.000179992	0.000191352
30982000	31017000	0.000147853	0.000157674
30989000	31024000	0.000126325	0.000135953
30996000	31031000	0.000136745	0.000151274
31003000	31038000	0.000148097	0.000167089
31010000	31045000	0.000174736	0.000200224
31017000	31052000	0.000177943	0.00020348
31024000	31059000	0.000161817	0.000181792
31031000	31066000	0.00018812	0.000203906
31038000	31073000	0.000275743	0.00029939
31045000	31080000	0.000311307	0.000338664
31052000	31087000	0.000380891	0.000415004
31059000	31094000	0.000377142	0.000411194
31066000	31101000	0.000337092	0.000370748
31073000	31108000	0.000239989	0.000261876
31080000	31115000	0.000162788	0.000173524
31087000	31122000	0.000119995	0.000124845
31094000	31129000	0.000134994	0.00014161
31101000	31136000	0.000157886	0.000164025
31108000	31143000	0.000179992	0.000187552
31115000	31150000	0.000179992	0.000189144
31122000	31157000	0.000164993	0.000174042
31129000	31164000	0.000179992	0.000189838
31136000	31171000	0.000134994	0.000143515
31143000	31178000	9.09E-05	9.68E-05
31150000	31185000	0.000124165	0.000144137
31157000	31192000	0.00017266	0.000194077
31164000	31199000	0.000127662	0.000146294
31171000	31206000	0.000142661	0.000162186
31178000	31213000	0.000171713	0.000192349
31185000	31220000	0.000159389	0.000168261
31192000	31227000	0.000105579	0.000112719
31199000	31234000	0.000109841	0.000117235
31206000	31241000	0.000111391	0.000119849
31213000	31248000	0.00010197	0.000111884
31220000	31255000	6.79E-05	7.50E-05
31227000	31262000	7.44E-05	8.12E-05
31234000	31269000	7.02E-05	7.67E-05
31241000	31276000	5.36E-05	5.82E-05
31248000	31283000	4.80E-05	5.09E-05
31255000	31290000	3.12E-05	3.23E-05
31262000	31297000	4.50E-05	4.67E-05
31269000	31304000	0.000119995	0.000125603
31276000	31311000	0.000129257	0.00013537
31283000	31318000	0.000155633	0.000164393
31290000	31325000	0.000179992	0.000190468
31297000	31332000	0.000194586	0.000206096
31304000	31339000	0.000141921	0.000150553
31311000	31346000	0.00014073	0.000149158
31318000	31353000	9.94E-05	0.000104244
31325000	31360000	0.000119995	0.000126026
31332000	31367000	9.04E-05	9.52E-05
31339000	31374000	6.81E-05	7.18E-05
31346000	31381000	0.000136694	0.000153732
31353000	31388000	0.00022499	0.000247332
31360000	31395000	0.000194991	0.000214591
31367000	31402000	0.000211667	0.000233858
31374000	31409000	0.000292239	0.000321058
31381000	31416000	0.000221118	0.000236619
31388000	31423000	0.000134994	0.000145309
31395000	31430000	0.000119995	0.000130194
31402000	31437000	8.83E-05	9.54E-05
31409000	31444000	1.41E-05	1.47E-05
31416000	31451000	7.81E-05	8.40E-05
31423000	31458000	7.70E-05	8.27E-05
31430000	31465000	0.000109678	0.000119216
31437000	31472000	0.000205833	0.000237905
31444000	31479000	0.000215526	0.000248007
31451000	31486000	0.000158265	0.000186174
31458000	31493000	0.000192036	0.000224155
31465000	31500000	0.000205393	0.000238023
31472000	31507000	0.000125297	0.00013662
31479000	31514000	0.000141199	0.000154601
31486000	31521000	0.000169691	0.000186265
31493000	31528000	0.000140296	0.000152946
31500000	31535000	0.000170295	0.00018499
31507000	31542000	0.000155296	0.000168789
31514000	31549000	0.00018594	0.00019984
31521000	31556000	0.000187843	0.000199386
31528000	31563000	0.000197406	0.000209197
31535000	31570000	0.000124554	0.000130195
31542000	31577000	0.000157655	0.000167802
31549000	31584000	9.92E-05	0.000106521
31556000	31591000	0.000167329	0.000186884
31563000	31598000	0.000167329	0.000186971
31570000	31605000	0.000194122	0.000214264
31577000	31612000	0.000159961	0.000175573
31584000	31619000	0.000155799	0.000171184
31591000	31626000	7.50E-05	7.78E-05
31598000	31633000	0.000134994	0.000140235
31605000	31640000	0.000119995	0.000124785
31612000	31647000	0.000134994	0.000140342
31619000	31654000	0.000161475	0.000169066
31626000	31661000	0.000140832	0.000147488
31633000	31668000	0.000117636	0.000126176
31640000	31675000	0.000130129	0.000140997
31647000	31682000	0.000142534	0.000155205
31654000	31689000	0.000123512	0.000134218
31661000	31696000	0.000114156	0.000124335
31668000	31703000	9.24E-05	9.87E-05
31675000	31710000	6.49E-05	6.87E-05
31682000	31717000	4.81E-05	5.02E-05
31689000	31724000	6.00E-05	6.26E-05
31696000	31731000	9.00E-05	9.30E-05
31703000	31738000	7.50E-05	7.74E-05
31710000	31745000	8.04E-05	8.31E-05
31717000	31752000	7.65E-05	7.91E-05
31724000	31759000	0.000134994	0.000147993
31731000	31766000	0.000164993	0.00018575
31738000	31773000	0.000179992	0.000201567
31745000	31780000	0.000219624	0.000244065
31752000	31787000	0.000237472	0.000263632
31759000	31794000	0.000194991	0.000213786
31766000	31801000	0.000163259	0.000175008
31773000	31808000	0.000140159	0.000150712
31780000	31815000	0.000104995	0.000112728
31787000	31822000	9.13E-05	9.70E-05
31794000	31829000	6.02E-05	6.21E-05
31801000	31836000	3.19E-05	3.27E-05
31808000	31843000	2.50E-05	2.55E-05
31815000	31850000	3.29E-05	3.47E-05
31822000	31857000	4.98E-05	5.32E-05
31829000	31864000	7.93E-05	8.52E-05
31836000	31871000	0.000104995	0.000112937
31843000	31878000	0.000164993	0.000176012
31850000	31885000	0.000162238	0.000171744
31857000	31892000	0.000164446	0.00017343
31864000	31899000	0.000243551	0.000276248
31871000	31906000	0.000217826	0.000248547
31878000	31913000	0.000157829	0.000185471
31885000	31920000	0.000228062	0.000262202
31892000	31927000	0.000217826	0.000251551
31899000	31934000	0.000149993	0.000159799
31906000	31941000	0.000149993	0.000159799
31913000	31948000	0.000149993	0.000159799
31920000	31955000	9.48E-05	9.90E-05
31927000	31962000	9.00E-05	9.40E-05
31934000	31969000	4.50E-05	4.66E-05
31941000	31976000	6.00E-05	6.21E-05
31948000	31983000	0.000109139	0.000114692
31955000	31990000	0.000104995	0.000111674
31962000	31997000	0.000104995	0.000111933
31969000	32004000	0.000119995	0.000127137
31976000	32011000	0.000119995	0.000127225
31983000	32018000	8.45E-05	8.90E-05
31990000	32025000	0.000119835	0.000126143
31997000	32032000	0.00020801	0.000219046
32004000	32039000	0.000272297	0.000289148
32011000	32046000	0.000304527	0.00032434
32018000	32053000	0.000311083	0.000331955
32025000	32060000	0.000279525	0.000297474
32032000	32067000	0.000180423	0.000192935
32039000	32074000	0.000108965	0.000115726
32046000	32081000	0.000132635	0.000142593
32053000	32088000	0.000114324	0.000122514
32060000	32095000	0.000131529	0.000141097
32067000	32102000	0.000198594	0.000215822
32074000	32109000	0.000371232	0.000408289
32081000	32116000	0.000300332	0.000330585
32088000	32123000	0.000341933	0.000376158
32095000	32130000	0.000296601	0.000328502
32102000	32137000	0.000270462	0.00029695
32109000	32144000	9.00E-05	9.64E-05
32116000	32151000	9.00E-05	9.64E-05
32123000	32158000	6.15E-05	6.45E-05
32130000	32165000	6.00E-05	6.29E-05
32137000	32172000	1.50E-05	1.56E-05
32144000	32179000	6.00E-05	6.25E-05
32151000	32186000	0.000104995	0.000110032
32158000	32193000	0.000178941	0.00019653
32165000	32200000	0.000225841	0.000250561
32172000	32207000	0.000338613	0.000383153
32179000	32214000	0.000338675	0.000386
32186000	32221000	0.000317817	0.000365555
32193000	32228000	0.00023219	0.000266892
32200000	32235000	0.000188608	0.000216254
32207000	32242000	0.000147172	0.000167918
32214000	32249000	0.000172962	0.000204003
32221000	32256000	0.000262832	0.000313503
32228000	32263000	0.000259514	0.000310111
32235000	32270000	0.000273969	0.000327467
32242000	32277000	0.000207653	0.000248417
32249000	32284000	0.000171822	0.000200757
32256000	32291000	7.67E-05	8.47E-05
32263000	32298000	8.18E-05	8.99E-05
32270000	32305000	0.000103908	0.000110806
32277000	32312000	0.000130433	0.000140376
32284000	32319000	0.000168077	0.000185815
32291000	32326000	0.000190917	0.00021491
32298000	32333000	0.00018943	0.000213449
32305000	32340000	0.000182153	0.000207319
32312000	32347000	0.000195681	0.000221841
32319000	32354000	0.000167941	0.000184985
32326000	32361000	0.000171228	0.000182621
32333000	32368000	0.000167619	0.000178797
32340000	32375000	0.000204775	0.000218553
32347000	32382000	0.000194916	0.000206009
32354000	32389000	0.000164993	0.000174823
32361000	32396000	0.000134994	0.00014319
32368000	32403000	0.000179992	0.000191033
32375000	32410000	0.000117541	0.000123444
32382000	32417000	0.000130545	0.000136432
32389000	32424000	0.000179992	0.000189522
32396000	32431000	0.0001878	0.000197754
32403000	32438000	0.000159084	0.000166956
32410000	32445000	0.000263874	0.000288663
32417000	32452000	0.000315498	0.000352956
32424000	32459000	0.000345298	0.000387166
32431000	32466000	0.000414439	0.000468151
32438000	32473000	0.000436157	0.000499377
32445000	32480000	0.000367265	0.000424275
32452000	32487000	0.000299211	0.000344517
32459000	32494000	0.000252085	0.000296075
32466000	32501000	0.000177092	0.000208757
32473000	32508000	0.000141049	0.000162486
32480000	32515000	0.000155941	0.000169433
32487000	32522000	0.000145512	0.000157751
32494000	32529000	9.84E-05	0.000103249
32501000	32536000	0.000114635	0.000123495
32508000	32543000	0.000122812	0.000132231
32515000	32550000	6.96E-05	7.62E-05
32522000	32557000	0.000184703	0.000248632
32529000	32564000	0.000322239	0.000443632
32536000	32571000	0.000289041	0.00040593
32543000	32578000	0.00043422	0.00068602
32550000	32585000	0.00044777	0.000699985
32557000	32592000	0.000386579	0.000584192
32564000	32599000	0.000291354	0.00043629
32571000	32606000	0.000351881	0.000500844
32578000	32613000	0.000226567	0.000240798
32585000	32620000	0.000238702	0.000255205
32592000	32627000	0.000206582	0.000225459
32599000	32634000	0.000199096	0.000217421
32606000	32641000	0.00016479	0.000182509
32613000	32648000	0.000164472	0.000185696
32620000	32655000	0.000216643	0.000244498
32627000	32662000	0.000189988	0.000212421
32634000	32669000	0.000212269	0.000233257
32641000	32676000	0.000210012	0.000228594
32648000	32683000	0.000193978	0.000208601
32655000	32690000	0.000179589	0.00018771
32662000	32697000	0.000212848	0.000227198
32669000	32704000	0.000155741	0.000167303
32676000	32711000	0.000149865	0.000161345
32683000	32718000	0.000164886	0.00017932
32690000	32725000	9.66E-05	0.000107881
32697000	32732000	5.71E-05	6.18E-05
32704000	32739000	9.58E-05	0.000103951
32711000	32746000	8.87E-05	9.63E-05
32718000	32753000	6.00E-05	6.43E-05
32725000	32760000	0.000119995	0.000126282
32732000	32767000	0.000169646	0.000178631
32739000	32774000	0.000191164	0.000199308
32746000	32781000	0.000209991	0.000219169
32753000	32788000	0.00022499	0.000234372
32760000	32795000	0.000194991	0.000203524
32767000	32802000	0.000173507	0.000184992
32774000	32809000	0.000143269	0.000153551
32781000	32816000	0.000143509	0.000154059
32788000	32823000	0.000163801	0.000178594
32795000	32830000	0.00018429	0.000204949
32802000	32837000	0.000158652	0.000173643
32809000	32844000	0.000145777	0.000160118
32816000	32851000	0.000130777	0.000143967
32823000	32858000	9.55E-05	0.000104228
32830000	32865000	4.50E-05	4.68E-05
32837000	32872000	5.30E-05	5.52E-05
32844000	32879000	7.50E-05	8.13E-05
32851000	32886000	6.13E-05	6.71E-05
32858000	32893000	9.92E-05	0.000108429
32865000	32900000	0.000136294	0.000148552
32872000	32907000	0.000115465	0.000126717
32879000	32914000	0.000106295	0.00011391
32886000	32921000	0.000120003	0.000128207
32893000	32928000	0.000144289	0.000154034
32900000	32935000	0.000137315	0.000145645
32907000	32942000	0.000169955	0.000179921
32914000	32949000	0.000183422	0.000195795
32921000	32956000	0.000221239	0.000237154
32928000	32963000	0.000199164	0.000212427
32935000	32970000	0.000205287	0.000218979
32942000	32977000	0.000220964	0.000235213
32949000	32984000	0.000207497	0.000219014
32956000	32991000	0.000184679	0.000194857
32963000	32998000	0.000174537	0.000183537
32970000	33005000	0.000170383	0.000178138
32977000	33012000	0.000148337	0.000154297
32984000	33019000	0.000136899	0.000142374
32991000	33026000	0.000167679	0.000172192
32998000	33033000	0.000149559	0.000153137
33005000	33040000	0.000135526	0.000138561
33012000	33047000	0.000124255	0.000127537
33019000	33054000	0.000131134	0.000135761
33026000	33061000	8.99E-05	9.38E-05
33033000	33068000	0.000128139	0.000136234
33040000	33075000	0.000142414	0.000153696
33047000	33082000	0.000153791	0.00016663
33054000	33089000	0.000222552	0.000258161
33061000	33096000	0.000277511	0.00038194
33068000	33103000	0.000296625	0.000468663
33075000	33110000	0.000333299	0.000575296
33082000	33117000	0.00033602	0.000595972
33089000	33124000	0.000271532	0.000527793
33096000	33131000	0.000226728	0.000433771
33103000	33138000	0.00019629	0.000366568
33110000	33145000	0.000167415	0.000299021
33117000	33152000	0.000187221	0.000346223
33124000	33159000	0.00032665	0.000582211
33131000	33166000	0.000598345	0.001057727
33138000	33173000	0.00060166	0.001033138
33145000	33180000	0.00059773	0.000995358
33152000	33187000	0.000588484	0.000941363
33159000	33194000	0.000466012	0.000704904
33166000	33201000	0.000209864	0.000225644
33173000	33208000	0.000235201	0.000251781
33180000	33215000	0.000291762	0.000334799
33187000	33222000	0.000256924	0.000297419
33194000	33229000	0.000253825	0.000305219
33201000	33236000	0.0002963	0.000369779
33208000	33243000	0.000235025	0.000300576
33215000	33250000	0.000247821	0.00029871
33222000	33257000	0.000276179	0.000328136
33229000	33264000	0.000244429	0.000283086
33236000	33271000	0.000186997	0.00020627
33243000	33278000	0.000210533	0.000231249
33250000	33285000	0.000144161	0.000154465
33257000	33292000	0.000129886	0.000139788
33264000	33299000	0.000119995	0.000129111
33271000	33306000	0.000106289	0.000113259
33278000	33313000	9.32E-05	0.000100475
33285000	33320000	5.40E-05	5.90E-05
33292000	33327000	5.37E-05	5.83E-05
33299000	33334000	6.32E-05	6.83E-05
33306000	33341000	4.66E-05	4.98E-05
33313000	33348000	3.00E-05	3.12E-05
33320000	33355000	3.00E-05	3.12E-05
33327000	33362000	1.14E-05	1.21E-05
33334000	33369000	1.50E-05	1.58E-05
33341000	33376000	6.92E-05	7.23E-05
33348000	33383000	9.02E-05	9.38E-05
33355000	33390000	0.000127969	0.000133073
33362000	33397000	0.000209984	0.00022779
33369000	33404000	0.000225219	0.000243562
33376000	33411000	0.000186036	0.000202904
33383000	33418000	0.000179992	0.000196633
33390000	33425000	0.000174265	0.000190686
33397000	33432000	0.00013523	0.000140482
33404000	33439000	0.000179992	0.000189891
33411000	33446000	0.000164993	0.000174075
33418000	33453000	0.000179992	0.000190161
33425000	33460000	0.000162975	0.000172692
33432000	33467000	0.000154607	0.000164165
33439000	33474000	0.000114667	0.000119954
33446000	33481000	0.000149993	0.000156321
33453000	33488000	0.000134994	0.000140588
33460000	33495000	0.000119995	0.000124696
33467000	33502000	0.00015323	0.000160324
33474000	33509000	0.000125323	0.000130953
33481000	33516000	0.000143423	0.000150422
33488000	33523000	0.000162927	0.000170652
33495000	33530000	0.000209991	0.000219068
33502000	33537000	0.000173742	0.000181256
33509000	33544000	0.000166592	0.000173841
33516000	33551000	0.000128164	0.000133339
33523000	33558000	9.37E-05	9.76E-05
33530000	33565000	7.35E-05	7.68E-05
33537000	33572000	5.01E-05	5.15E-05
33544000	33579000	8.69E-05	8.95E-05
33551000	33586000	0.000104995	0.000108172
33558000	33593000	0.000119995	0.000123729
33565000	33600000	0.000183081	0.000196081
33572000	33607000	0.000174877	0.000187647
33579000	33614000	0.000183113	0.000198009
33586000	33621000	0.000176606	0.000191896
33593000	33628000	0.000196591	0.000213623
33600000	33635000	0.000198082	0.000212726
33607000	33642000	0.000213297	0.000228594
33614000	33649000	0.000183298	0.000195733
33621000	33656000	0.000173461	0.000185075
33628000	33663000	0.000181699	0.000195249
33635000	33670000	0.000120163	0.00012753
33642000	33677000	0.00015329	0.00016184
33649000	33684000	0.000203673	0.00021519
33656000	33691000	0.000256952	0.000273586
33663000	33698000	0.00028786	0.000306333
33670000	33705000	0.000330032	0.000358755
33677000	33712000	0.00028169	0.000308577
33684000	33719000	0.000291305	0.000318994
33691000	33726000	0.000270379	0.000300166
33698000	33733000	0.000232677	0.000261793
33705000	33740000	0.000209991	0.00023015
33712000	33747000	0.000245916	0.000266845
33719000	33754000	0.000255218	0.000276114
33726000	33761000	0.00029723	0.000315263
33733000	33768000	0.000275801	0.000288988
33740000	33775000	0.000237411	0.000248414
33747000	33782000	0.000250435	0.00026532
33754000	33789000	0.000181137	0.000192283
33761000	33796000	0.000127845	0.00013536
33768000	33803000	0.000165483	0.000176332
33775000	33810000	0.000213943	0.000231793
33782000	33817000	0.000179992	0.000193412
33789000	33824000	0.000192958	0.000208316
33796000	33831000	0.000221222	0.000245734
33803000	33838000	0.000219742	0.000245286
33810000	33845000	0.000209991	0.000232353
33817000	33852000	0.000194991	0.000217134
33824000	33859000	0.000197025	0.000218128
33831000	33866000	0.000183054	0.000195865
33838000	33873000	0.00013998	0.00014793
33845000	33880000	9.02E-05	9.38E-05
33852000	33887000	0.000112416	0.000118075
33859000	33894000	9.02E-05	9.52E-05
33866000	33901000	3.81E-05	4.10E-05
33873000	33908000	4.50E-05	4.85E-05
33880000	33915000	7.50E-05	7.95E-05
33887000	33922000	9.78E-05	0.000102416
33894000	33929000	9.95E-05	0.000103688
33901000	33936000	0.000104995	0.000109423
33908000	33943000	9.00E-05	9.39E-05
33915000	33950000	0.000108893	0.000114099
33922000	33957000	0.000186031	0.000210713
33929000	33964000	0.000225713	0.000254607
33936000	33971000	0.000304097	0.000343285
33943000	33978000	0.000345897	0.00038941
33950000	33985000	0.000342	0.000385105
33957000	33992000	0.000249862	0.000271882
33964000	33999000	0.000221594	0.000240858
33971000	34006000	0.000191794	0.00020303
33978000	34013000	0.00022499	0.000244298
33985000	34020000	0.000209991	0.00022804
33992000	34027000	0.000229603	0.000252794
33999000	34034000	0.000220038	0.000241821
34006000	34041000	0.00024216	0.00026535
34013000	34048000	0.000258478	0.000282178
34020000	34055000	0.000243478	0.00026715
34027000	34062000	0.000208867	0.000227286
34034000	34069000	0.000230645	0.000250949
34041000	34076000	0.00019631	0.000215468
34048000	34083000	0.000214514	0.00023685
34055000	34090000	0.000214894	0.000239116
34062000	34097000	0.000251589	0.000282245
34069000	34104000	0.000307283	0.000342519
34076000	34111000	0.000278389	0.000311842
34083000	34118000	0.000217597	0.000240154
34090000	34125000	0.00021441	0.000234526
34097000	34132000	0.000207713	0.000222004
34104000	34139000	0.000133909	0.000141873
34111000	34146000	0.000154549	0.000163171
34118000	34153000	0.000143978	0.000149513
34125000	34160000	0.000178168	0.000188622
34132000	34167000	0.000153157	0.000163934
34139000	34174000	0.000153157	0.000163934
34146000	34181000	0.000119524	0.00012868
34153000	34188000	0.000126366	0.000136104
34160000	34195000	0.000109983	0.000115483
34167000	34202000	0.000319355	0.000373934
34174000	34209000	0.000343469	0.000400894
34181000	34216000	0.000489059	0.000588961
34188000	34223000	0.000506859	0.000609946
34195000	34230000	0.000578796	0.000705095
34202000	34237000	0.000360471	0.000436804
34209000	34244000	0.000371769	0.000446236
34216000	34251000	0.00025473	0.000287215
34223000	34258000	0.000260821	0.000300888
34230000	34265000	0.000206406	0.000225202
34237000	34272000	0.000222847	0.000243046
34244000	34279000	0.000202435	0.000221947
34251000	34286000	0.000188884	0.000208457
34258000	34293000	0.000174013	0.000182821
34265000	34300000	0.000186523	0.000197999
34272000	34307000	0.000209991	0.000222222
34279000	34314000	0.000179992	0.000191373
34286000	34321000	0.000179992	0.000191373
34293000	34328000	0.000125974	0.000134673
34300000	34335000	0.000116607	0.000126088
34307000	34342000	6.57E-05	7.24E-05
34314000	34349000	6.57E-05	7.24E-05
34321000	34356000	8.42E-05	9.38E-05
34328000	34363000	9.92E-05	0.000109492
34335000	34370000	7.85E-05	8.56E-05
34342000	34377000	9.35E-05	0.000101388
34349000	34384000	0.000108546	0.000117205
34356000	34391000	9.00E-05	9.61E-05
34363000	34398000	9.00E-05	9.61E-05
34370000	34405000	6.00E-05	6.32E-05
34377000	34412000	5.07E-05	5.34E-05
34384000	34419000	4.50E-05	4.74E-05
34391000	34426000	3.00E-05	3.15E-05
34398000	34433000	3.00E-05	3.17E-05
34405000	34440000	6.63E-05	7.39E-05
34412000	34447000	8.87E-05	9.90E-05
34419000	34454000	0.000112993	0.000131151
34426000	34461000	0.000127993	0.000147706
34433000	34468000	0.000137636	0.000157585
34440000	34475000	0.000127129	0.000141876
34447000	34482000	0.000123618	0.000136625
34454000	34489000	0.000104995	0.000110204
34461000	34496000	9.00E-05	9.36E-05
34468000	34503000	8.04E-05	8.35E-05
34475000	34510000	5.46E-05	5.71E-05
34482000	34517000	0.000104995	0.000109985
34489000	34524000	0.000104995	0.000110244
34496000	34531000	0.000104995	0.000110244
34503000	34538000	9.00E-05	9.47E-05
34510000	34545000	0.000105757	0.000110689
34517000	34552000	8.53E-05	9.35E-05
34524000	34559000	7.63E-05	8.40E-05
34531000	34566000	9.83E-05	0.000107285
34538000	34573000	0.000122546	0.000132417
34545000	34580000	0.000120583	0.000130725
34552000	34587000	6.61E-05	6.90E-05
34559000	34594000	0.000236741	0.000268104
34566000	34601000	0.00023302	0.000263924
34573000	34608000	0.000208788	0.000238792
34580000	34615000	0.00022499	0.000256792
34587000	34622000	0.000254989	0.000288328
34594000	34629000	9.32E-05	9.86E-05
34601000	34636000	7.50E-05	7.95E-05
34608000	34643000	0.000134994	0.000142558
34615000	34650000	0.000160709	0.000171017
34622000	34657000	0.000160709	0.000170898
34629000	34664000	0.000175709	0.000186157
34636000	34671000	0.000190708	0.000201366
34643000	34678000	0.000167327	0.000177303
34650000	34685000	0.000195582	0.000230475
34657000	34692000	0.000181216	0.000215155
34664000	34699000	0.000196848	0.000233019
34671000	34706000	0.000197482	0.000234375
34678000	34713000	0.000191511	0.000228141
34685000	34720000	0.000183159	0.000197707
34692000	34727000	0.000213158	0.000230387
34699000	34734000	0.000198159	0.000213229
34706000	34741000	0.00022581	0.00024312
34713000	34748000	0.000198146	0.000213547
34720000	34755000	0.000138161	0.000146876
34727000	34762000	0.000138161	0.000146804
34734000	34769000	0.000228157	0.000266129
34741000	34776000	0.000215505	0.000252519
34748000	34783000	0.000228157	0.000265531
34755000	34790000	0.000273155	0.000316306
34762000	34797000	0.000243157	0.000283808
34769000	34804000	0.000126759	0.000137221
34776000	34811000	0.000123162	0.00013276
34783000	34818000	0.000166237	0.000182219
34790000	34825000	0.000144425	0.000156058
34797000	34832000	0.000176035	0.000190209
34804000	34839000	0.000209561	0.000226394
34811000	34846000	0.000702397	0.001584892
34818000	34853000	0.000674568	0.001551215
34825000	34860000	0.000651628	0.001526587
34832000	34867000	0.000608266	0.00148059
34839000	34874000	0.000585039	0.001456709
34846000	34881000	0.000127194	0.000139788
34853000	34888000	0.00014145	0.000157195
34860000	34895000	0.00015645	0.000173484
34867000	34902000	0.000266899	0.000305937
34874000	34909000	0.000269851	0.000309286
34881000	34916000	0.000223704	0.000256416
34888000	34923000	0.000224677	0.000255802
34895000	34930000	0.000233874	0.000264448
34902000	34937000	0.000151395	0.000167693
34909000	34944000	0.000166837	0.000190796
34916000	34951000	0.000170329	0.000198709
34923000	34958000	0.000151436	0.00018529
34930000	34965000	0.000190053	0.000237515
